ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code,month,weekday
RID102491,2023-07-01 09:08:44.984997000,2023-07-01 09:53:44.984997000,45,Station A,Station D,casual,Downtown,60615,July,Saturday
RID102492,2023-07-01 10:53:36.163232648,2023-07-01 11:23:36.163232648,30,Station C,Station A,member,Hyde Park,60615,July,Saturday
RID102493,2023-07-01 12:38:27.341468294,2023-07-01 13:10:27.341468294,32,Station A,Station B,member,Wicker Park,60601,July,Saturday
RID102494,2023-07-01 14:23:18.519703942,2023-07-01 14:29:18.519703942,6,Station B,Station A,member,Wicker Park,60615,July,Saturday
RID102495,2023-07-01 16:08:09.697939590,2023-07-01 17:02:09.697939590,54,Station D,Station B,member,Hyde Park,60622,July,Saturday
RID102496,2023-07-01 17:53:00.876175236,2023-07-01 18:03:00.876175236,10,Station A,Station B,casual,Downtown,60622,July,Saturday
RID102497,2023-07-01 19:37:52.054410884,2023-07-01 19:50:52.054410884,13,Station C,Station B,member,Wicker Park,60601,July,Saturday
RID102498,2023-07-01 21:22:43.232646530,2023-07-01 21:59:43.232646530,37,Station B,Station C,member,Hyde Park,60614,July,Saturday
RID102499,2023-07-01 23:07:34.410882178,2023-07-01 23:52:34.410882178,45,Station A,Station B,member,Lincoln Park,60615,July,Saturday
RID102500,2023-07-02 00:52:25.589117824,2023-07-02 01:21:25.589117824,29,Station D,Station D,casual,Downtown,60601,July,Sunday
RID102501,2023-07-02 02:37:16.767353472,2023-07-02 03:29:16.767353472,52,Station A,Station A,casual,Lincoln Park,60614,July,Sunday
RID102502,2023-07-02 04:22:07.945589118,2023-07-02 04:39:07.945589118,17,Station C,Station D,member,Downtown,60601,July,Sunday
RID102503,2023-07-02 06:06:59.123824766,2023-07-02 06:19:59.123824766,13,Station A,Station C,member,Wicker Park,60614,July,Sunday
RID102504,2023-07-02 07:51:50.302060414,2023-07-02 08:48:50.302060414,57,Station D,Station A,casual,Lincoln Park,60615,July,Sunday
RID102505,2023-07-02 09:36:41.480296060,2023-07-02 09:53:41.480296060,17,Station D,Station B,member,Lincoln Park,60601,July,Sunday
RID102506,2023-07-02 11:21:32.658531708,2023-07-02 11:56:32.658531708,35,Station C,Station A,member,Hyde Park,60615,July,Sunday
RID102507,2023-07-02 13:06:23.836767354,2023-07-02 13:51:23.836767354,45,Station D,Station C,casual,Wicker Park,60601,July,Sunday
RID102508,2023-07-02 14:51:15.015003002,2023-07-02 15:06:15.015003002,15,Station B,Station C,member,Wicker Park,60614,July,Sunday
RID102509,2023-07-02 16:36:06.193238648,2023-07-02 16:44:06.193238648,8,Station D,Station D,member,Downtown,60601,July,Sunday
RID102510,2023-07-02 18:20:57.371474296,2023-07-02 18:58:57.371474296,38,Station B,Station A,casual,Hyde Park,60622,July,Sunday
RID102511,2023-07-02 20:05:48.549709944,2023-07-02 20:47:48.549709944,42,Station A,Station A,casual,Hyde Park,60622,July,Sunday
RID102512,2023-07-02 21:50:39.727945590,2023-07-02 22:40:39.727945590,50,Station B,Station A,member,Downtown,60601,July,Sunday
RID102513,2023-07-02 23:35:30.906181238,2023-07-02 23:43:30.906181238,8,Station B,Station D,casual,Lincoln Park,60622,July,Sunday
RID102514,2023-07-03 01:20:22.084416884,2023-07-03 02:02:22.084416884,42,Station A,Station C,member,Downtown,60615,July,Monday
RID102515,2023-07-03 03:05:13.262652532,2023-07-03 03:28:13.262652532,23,Station D,Station B,member,Downtown,60622,July,Monday
RID102516,2023-07-03 04:50:04.440888178,2023-07-03 05:00:04.440888178,10,Station B,Station A,member,Downtown,60622,July,Monday
RID102517,2023-07-03 06:34:55.619123826,2023-07-03 07:12:55.619123826,38,Station D,Station D,casual,Hyde Park,60615,July,Monday
RID102518,2023-07-03 08:19:46.797359474,2023-07-03 08:41:46.797359474,22,Station A,Station D,casual,Downtown,60615,July,Monday
RID102519,2023-07-03 10:04:37.975595120,2023-07-03 10:21:37.975595120,17,Station C,Station B,member,Downtown,60614,July,Monday
RID102520,2023-07-03 11:49:29.153830768,2023-07-03 12:34:29.153830768,45,Station D,Station C,member,Downtown,60615,July,Monday
RID102521,2023-07-03 13:34:20.332066414,2023-07-03 14:01:20.332066414,27,Station D,Station A,casual,Wicker Park,60601,July,Monday
RID102522,2023-07-03 15:19:11.510302062,2023-07-03 15:42:11.510302062,23,Station C,Station A,casual,Lincoln Park,60622,July,Monday
RID102523,2023-07-03 17:04:02.688537708,2023-07-03 17:53:02.688537708,49,Station C,Station D,casual,Lincoln Park,60614,July,Monday
RID102524,2023-07-03 18:48:53.866773356,2023-07-03 19:03:53.866773356,15,Station A,Station C,member,Lincoln Park,60615,July,Monday
RID102525,2023-07-03 20:33:45.045009002,2023-07-03 20:38:45.045009002,5,Station D,Station A,casual,Lincoln Park,60622,July,Monday
RID102526,2023-07-03 22:18:36.223244650,2023-07-03 22:46:36.223244650,28,Station D,Station B,casual,Hyde Park,60601,July,Monday
RID102527,2023-07-04 00:03:27.401480298,2023-07-04 01:01:27.401480298,58,Station A,Station C,member,Hyde Park,60601,July,Tuesday
RID102528,2023-07-04 01:48:18.579715944,2023-07-04 01:59:18.579715944,11,Station D,Station C,member,Downtown,60614,July,Tuesday
RID102529,2023-07-04 03:33:09.757951592,2023-07-04 04:02:09.757951592,29,Station B,Station D,member,Hyde Park,60601,July,Tuesday
RID102530,2023-07-04 05:18:00.936187238,2023-07-04 05:43:00.936187238,25,Station B,Station D,casual,Lincoln Park,60622,July,Tuesday
RID102531,2023-07-04 07:02:52.114422886,2023-07-04 07:21:52.114422886,19,Station B,Station A,member,Wicker Park,60615,July,Tuesday
RID102532,2023-07-04 08:47:43.292658532,2023-07-04 08:52:43.292658532,5,Station D,Station D,member,Downtown,60601,July,Tuesday
RID102533,2023-07-04 10:32:34.470894180,2023-07-04 10:48:34.470894180,16,Station B,Station C,member,Downtown,60615,July,Tuesday
RID102534,2023-07-04 12:17:25.649129828,2023-07-04 12:28:25.649129828,11,Station B,Station A,member,Lincoln Park,60622,July,Tuesday
RID102535,2023-07-04 14:02:16.827365474,2023-07-04 14:21:16.827365474,19,Station A,Station A,casual,Lincoln Park,60622,July,Tuesday
RID102536,2023-07-04 15:47:08.005601122,2023-07-04 16:12:08.005601122,25,Station A,Station C,member,Lincoln Park,60615,July,Tuesday
RID102537,2023-07-04 17:31:59.183836768,2023-07-04 17:54:59.183836768,23,Station C,Station A,casual,Hyde Park,60622,July,Tuesday
RID102538,2023-07-04 19:16:50.362072416,2023-07-04 19:49:50.362072416,33,Station C,Station B,casual,Downtown,60614,July,Tuesday
RID102539,2023-07-04 21:01:41.540308062,2023-07-04 21:30:41.540308062,29,Station C,Station B,casual,Lincoln Park,60601,July,Tuesday
RID102540,2023-07-04 22:46:32.718543710,2023-07-04 23:23:32.718543710,37,Station C,Station A,member,Wicker Park,60614,July,Tuesday
RID102541,2023-07-05 00:31:23.896779358,2023-07-05 01:24:23.896779358,53,Station A,Station D,casual,Downtown,60614,July,Wednesday
RID102542,2023-07-05 02:16:15.075015004,2023-07-05 02:52:15.075015004,36,Station A,Station B,member,Downtown,60614,July,Wednesday
RID102543,2023-07-05 04:01:06.253250652,2023-07-05 04:54:06.253250652,53,Station A,Station A,member,Hyde Park,60615,July,Wednesday
RID102544,2023-07-05 05:45:57.431486298,2023-07-05 06:24:57.431486298,39,Station B,Station B,member,Downtown,60615,July,Wednesday
RID102545,2023-07-05 07:30:48.609721946,2023-07-05 08:18:48.609721946,48,Station B,Station D,casual,Lincoln Park,60622,July,Wednesday
RID102546,2023-07-05 09:15:39.787957592,2023-07-05 09:57:39.787957592,42,Station C,Station C,member,Lincoln Park,60615,July,Wednesday
RID102547,2023-07-05 11:00:30.966193240,2023-07-05 11:30:30.966193240,30,Station B,Station A,member,Wicker Park,60622,July,Wednesday
RID102548,2023-07-05 12:45:22.144428886,2023-07-05 13:00:22.144428886,15,Station D,Station A,member,Downtown,60615,July,Wednesday
RID102549,2023-07-05 14:30:13.322664534,2023-07-05 15:09:13.322664534,39,Station A,Station A,casual,Downtown,60622,July,Wednesday
RID102550,2023-07-05 16:15:04.500900182,2023-07-05 16:27:04.500900182,12,Station C,Station A,casual,Hyde Park,60601,July,Wednesday
RID102551,2023-07-05 17:59:55.679135828,2023-07-05 18:49:55.679135828,50,Station C,Station A,casual,Lincoln Park,60622,July,Wednesday
RID102552,2023-07-05 19:44:46.857371476,2023-07-05 20:02:46.857371476,18,Station D,Station A,member,Wicker Park,60601,July,Wednesday
RID102553,2023-07-05 21:29:38.035607122,2023-07-05 21:43:38.035607122,14,Station B,Station D,casual,Lincoln Park,60622,July,Wednesday
RID102554,2023-07-05 23:14:29.213842770,2023-07-05 23:20:29.213842770,6,Station C,Station C,member,Downtown,60615,July,Wednesday
RID102555,2023-07-06 00:59:20.392078416,2023-07-06 01:49:20.392078416,50,Station B,Station D,member,Downtown,60615,July,Thursday
RID102556,2023-07-06 02:44:11.570314064,2023-07-06 02:57:11.570314064,13,Station B,Station D,casual,Wicker Park,60601,July,Thursday
RID102557,2023-07-06 04:29:02.748549712,2023-07-06 04:36:02.748549712,7,Station D,Station C,member,Downtown,60614,July,Thursday
RID102558,2023-07-06 06:13:53.926785358,2023-07-06 06:38:53.926785358,25,Station C,Station D,casual,Wicker Park,60614,July,Thursday
RID102559,2023-07-06 07:58:45.105021006,2023-07-06 08:28:45.105021006,30,Station B,Station B,member,Wicker Park,60622,July,Thursday
RID102560,2023-07-06 09:43:36.283256652,2023-07-06 09:55:36.283256652,12,Station B,Station D,casual,Lincoln Park,60615,July,Thursday
RID102561,2023-07-06 11:28:27.461492300,2023-07-06 12:20:27.461492300,52,Station D,Station A,member,Wicker Park,60614,July,Thursday
RID102562,2023-07-06 13:13:18.639727946,2023-07-06 13:19:18.639727946,6,Station D,Station B,member,Downtown,60615,July,Thursday
RID102563,2023-07-06 14:58:09.817963594,2023-07-06 15:08:09.817963594,10,Station B,Station B,member,Hyde Park,60615,July,Thursday
RID102564,2023-07-06 16:43:00.996199242,2023-07-06 17:15:00.996199242,32,Station D,Station C,member,Hyde Park,60615,July,Thursday
RID102565,2023-07-06 18:27:52.174434888,2023-07-06 19:24:52.174434888,57,Station B,Station D,member,Downtown,60622,July,Thursday
RID102566,2023-07-06 20:12:43.352670536,2023-07-06 20:45:43.352670536,33,Station C,Station D,casual,Hyde Park,60601,July,Thursday
RID102567,2023-07-06 21:57:34.530906182,2023-07-06 22:27:34.530906182,30,Station A,Station B,member,Hyde Park,60622,July,Thursday
RID102568,2023-07-06 23:42:25.709141830,2023-07-07 00:11:25.709141830,29,Station D,Station D,casual,Wicker Park,60614,July,Thursday
RID102569,2023-07-07 01:27:16.887377476,2023-07-07 01:43:16.887377476,16,Station A,Station D,casual,Hyde Park,60601,July,Friday
RID102570,2023-07-07 03:12:08.065613124,2023-07-07 03:21:08.065613124,9,Station B,Station C,casual,Hyde Park,60614,July,Friday
RID102571,2023-07-07 04:56:59.243848770,2023-07-07 05:34:59.243848770,38,Station B,Station B,member,Hyde Park,60601,July,Friday
RID102572,2023-07-07 06:41:50.422084418,2023-07-07 07:33:50.422084418,52,Station B,Station A,member,Lincoln Park,60601,July,Friday
RID102573,2023-07-07 08:26:41.600320066,2023-07-07 09:07:41.600320066,41,Station A,Station B,member,Downtown,60622,July,Friday
RID102574,2023-07-07 10:11:32.778555712,2023-07-07 10:30:32.778555712,19,Station B,Station C,casual,Wicker Park,60615,July,Friday
RID102575,2023-07-07 11:56:23.956791360,2023-07-07 12:44:23.956791360,48,Station D,Station C,member,Hyde Park,60615,July,Friday
RID102576,2023-07-07 13:41:15.135027006,2023-07-07 14:21:15.135027006,40,Station C,Station C,member,Downtown,60601,July,Friday
RID102577,2023-07-07 15:26:06.313262654,2023-07-07 15:45:06.313262654,19,Station C,Station D,casual,Hyde Park,60622,July,Friday
RID102578,2023-07-07 17:10:57.491498300,2023-07-07 17:57:57.491498300,47,Station D,Station B,casual,Lincoln Park,60614,July,Friday
RID102579,2023-07-07 18:55:48.669733948,2023-07-07 19:47:48.669733948,52,Station C,Station D,casual,Lincoln Park,60614,July,Friday
RID102580,2023-07-07 20:40:39.847969596,2023-07-07 21:07:39.847969596,27,Station A,Station D,casual,Hyde Park,60615,July,Friday
RID102581,2023-07-07 22:25:31.026205242,2023-07-07 22:35:31.026205242,10,Station B,Station B,casual,Hyde Park,60615,July,Friday
RID102582,2023-07-08 00:10:22.204440890,2023-07-08 01:00:22.204440890,50,Station B,Station C,casual,Hyde Park,60614,July,Saturday
RID102583,2023-07-08 01:55:13.382676536,2023-07-08 02:49:13.382676536,54,Station B,Station A,member,Lincoln Park,60614,July,Saturday
RID102584,2023-07-08 03:40:04.560912184,2023-07-08 04:28:04.560912184,48,Station A,Station A,casual,Lincoln Park,60622,July,Saturday
RID102585,2023-07-08 05:24:55.739147830,2023-07-08 06:11:55.739147830,47,Station A,Station B,member,Downtown,60614,July,Saturday
RID102586,2023-07-08 07:09:46.917383478,2023-07-08 07:58:46.917383478,49,Station A,Station B,member,Wicker Park,60622,July,Saturday
RID102587,2023-07-08 08:54:38.095619126,2023-07-08 09:19:38.095619126,25,Station D,Station C,member,Wicker Park,60615,July,Saturday
RID102588,2023-07-08 10:39:29.273854772,2023-07-08 11:06:29.273854772,27,Station A,Station B,casual,Lincoln Park,60614,July,Saturday
RID102589,2023-07-08 12:24:20.452090420,2023-07-08 13:11:20.452090420,47,Station C,Station B,member,Wicker Park,60615,July,Saturday
RID102590,2023-07-08 14:09:11.630326066,2023-07-08 15:08:11.630326066,59,Station D,Station C,casual,Hyde Park,60601,July,Saturday
RID102591,2023-07-08 15:54:02.808561714,2023-07-08 16:14:02.808561714,20,Station D,Station C,casual,Downtown,60601,July,Saturday
RID102592,2023-07-08 17:38:53.986797360,2023-07-08 18:29:53.986797360,51,Station D,Station D,member,Lincoln Park,60601,July,Saturday
RID102593,2023-07-08 19:23:45.165033008,2023-07-08 20:20:45.165033008,57,Station A,Station B,casual,Lincoln Park,60614,July,Saturday
RID102594,2023-07-08 21:08:36.343268654,2023-07-08 21:27:36.343268654,19,Station D,Station A,member,Wicker Park,60615,July,Saturday
RID102595,2023-07-08 22:53:27.521504302,2023-07-08 23:22:27.521504302,29,Station A,Station B,member,Hyde Park,60614,July,Saturday
RID102596,2023-07-09 00:38:18.699739950,2023-07-09 01:18:18.699739950,40,Station A,Station A,casual,Downtown,60615,July,Sunday
RID102597,2023-07-09 02:23:09.877975596,2023-07-09 02:38:09.877975596,15,Station D,Station A,member,Wicker Park,60622,July,Sunday
RID102598,2023-07-09 04:08:01.056211244,2023-07-09 05:03:01.056211244,55,Station B,Station A,member,Lincoln Park,60614,July,Sunday
RID102599,2023-07-09 05:52:52.234446890,2023-07-09 06:11:52.234446890,19,Station B,Station D,member,Lincoln Park,60601,July,Sunday
RID102600,2023-07-09 07:37:43.412682538,2023-07-09 07:45:43.412682538,8,Station D,Station C,casual,Wicker Park,60622,July,Sunday
RID102601,2023-07-09 09:22:34.590918184,2023-07-09 09:47:34.590918184,25,Station B,Station C,member,Hyde Park,60615,July,Sunday
RID102602,2023-07-09 11:07:25.769153832,2023-07-09 11:24:25.769153832,17,Station C,Station D,casual,Downtown,60614,July,Sunday
RID102603,2023-07-09 12:52:16.947389480,2023-07-09 13:18:16.947389480,26,Station C,Station C,casual,Downtown,60615,July,Sunday
RID102604,2023-07-09 14:37:08.125625126,2023-07-09 15:00:08.125625126,23,Station A,Station D,member,Downtown,60615,July,Sunday
RID102605,2023-07-09 16:21:59.303860774,2023-07-09 16:59:59.303860774,38,Station B,Station B,member,Downtown,60614,July,Sunday
RID102606,2023-07-09 18:06:50.482096420,2023-07-09 18:24:50.482096420,18,Station C,Station D,casual,Hyde Park,60614,July,Sunday
RID102607,2023-07-09 19:51:41.660332068,2023-07-09 19:59:41.660332068,8,Station D,Station C,casual,Lincoln Park,60615,July,Sunday
RID102608,2023-07-09 21:36:32.838567714,2023-07-09 22:28:32.838567714,52,Station B,Station C,member,Lincoln Park,60615,July,Sunday
RID102609,2023-07-09 23:21:24.016803362,2023-07-10 00:18:24.016803362,57,Station C,Station B,member,Downtown,60622,July,Sunday
RID102610,2023-07-10 01:06:15.195039008,2023-07-10 02:02:15.195039008,56,Station C,Station D,casual,Downtown,60601,July,Monday
RID102611,2023-07-10 02:51:06.373274656,2023-07-10 03:41:06.373274656,50,Station D,Station B,casual,Downtown,60615,July,Monday
RID102612,2023-07-10 04:35:57.551510304,2023-07-10 05:06:57.551510304,31,Station A,Station A,casual,Wicker Park,60601,July,Monday
RID102613,2023-07-10 06:20:48.729745950,2023-07-10 06:53:48.729745950,33,Station D,Station D,casual,Wicker Park,60622,July,Monday
RID102614,2023-07-10 08:05:39.907981598,2023-07-10 08:56:39.907981598,51,Station A,Station B,casual,Lincoln Park,60601,July,Monday
RID102615,2023-07-10 09:50:31.086217244,2023-07-10 10:22:31.086217244,32,Station C,Station B,member,Lincoln Park,60601,July,Monday
RID102616,2023-07-10 11:35:22.264452892,2023-07-10 12:14:22.264452892,39,Station A,Station C,casual,Downtown,60622,July,Monday
RID102617,2023-07-10 13:20:13.442688538,2023-07-10 13:32:13.442688538,12,Station C,Station D,casual,Wicker Park,60615,July,Monday
RID102618,2023-07-10 15:05:04.620924186,2023-07-10 15:25:04.620924186,20,Station C,Station A,member,Hyde Park,60601,July,Monday
RID102619,2023-07-10 16:49:55.799159834,2023-07-10 17:35:55.799159834,46,Station B,Station A,member,Wicker Park,60615,July,Monday
RID102620,2023-07-10 18:34:46.977395480,2023-07-10 19:14:46.977395480,40,Station A,Station D,casual,Lincoln Park,60615,July,Monday
RID102621,2023-07-10 20:19:38.155631128,2023-07-10 20:53:38.155631128,34,Station A,Station D,casual,Wicker Park,60614,July,Monday
RID102622,2023-07-10 22:04:29.333866774,2023-07-10 22:26:29.333866774,22,Station A,Station B,member,Lincoln Park,60615,July,Monday
RID102623,2023-07-10 23:49:20.512102422,2023-07-10 23:55:20.512102422,6,Station D,Station C,casual,Downtown,60615,July,Monday
RID102624,2023-07-11 01:34:11.690338068,2023-07-11 02:27:11.690338068,53,Station B,Station C,casual,Hyde Park,60601,July,Tuesday
RID102625,2023-07-11 03:19:02.868573716,2023-07-11 03:36:02.868573716,17,Station B,Station C,member,Downtown,60615,July,Tuesday
RID102626,2023-07-11 05:03:54.046809364,2023-07-11 05:11:54.046809364,8,Station B,Station D,casual,Downtown,60615,July,Tuesday
RID102627,2023-07-11 06:48:45.225045010,2023-07-11 07:18:45.225045010,30,Station D,Station C,member,Hyde Park,60614,July,Tuesday
RID102628,2023-07-11 08:33:36.403280658,2023-07-11 09:02:36.403280658,29,Station A,Station B,member,Hyde Park,60614,July,Tuesday
RID102629,2023-07-11 10:18:27.581516304,2023-07-11 10:52:27.581516304,34,Station A,Station D,member,Hyde Park,60601,July,Tuesday
RID102630,2023-07-11 12:03:18.759751952,2023-07-11 12:18:18.759751952,15,Station A,Station D,member,Lincoln Park,60601,July,Tuesday
RID102631,2023-07-11 13:48:09.937987598,2023-07-11 13:59:09.937987598,11,Station B,Station C,casual,Downtown,60614,July,Tuesday
RID102632,2023-07-11 15:33:01.116223246,2023-07-11 16:08:01.116223246,35,Station B,Station A,member,Lincoln Park,60614,July,Tuesday
RID102633,2023-07-11 17:17:52.294458892,2023-07-11 18:05:52.294458892,48,Station C,Station A,casual,Hyde Park,60622,July,Tuesday
RID102634,2023-07-11 19:02:43.472694540,2023-07-11 19:16:43.472694540,14,Station D,Station B,casual,Lincoln Park,60615,July,Tuesday
RID102635,2023-07-11 20:47:34.650930188,2023-07-11 21:30:34.650930188,43,Station D,Station C,casual,Hyde Park,60601,July,Tuesday
RID102636,2023-07-11 22:32:25.829165834,2023-07-11 22:49:25.829165834,17,Station B,Station C,casual,Wicker Park,60601,July,Tuesday
RID102637,2023-07-12 00:17:17.007401482,2023-07-12 00:52:17.007401482,35,Station C,Station D,casual,Hyde Park,60615,July,Wednesday
RID102638,2023-07-12 02:02:08.185637128,2023-07-12 02:13:08.185637128,11,Station A,Station D,member,Downtown,60615,July,Wednesday
RID102639,2023-07-12 03:46:59.363872776,2023-07-12 04:39:59.363872776,53,Station B,Station C,member,Downtown,60601,July,Wednesday
RID102640,2023-07-12 05:31:50.542108422,2023-07-12 06:17:50.542108422,46,Station D,Station D,member,Downtown,60614,July,Wednesday
RID102641,2023-07-12 07:16:41.720344070,2023-07-12 08:02:41.720344070,46,Station D,Station C,member,Lincoln Park,60614,July,Wednesday
RID102642,2023-07-12 09:01:32.898579718,2023-07-12 09:41:32.898579718,40,Station D,Station B,casual,Downtown,60615,July,Wednesday
RID102643,2023-07-12 10:46:24.076815364,2023-07-12 11:10:24.076815364,24,Station A,Station D,member,Hyde Park,60601,July,Wednesday
RID102644,2023-07-12 12:31:15.255051012,2023-07-12 12:39:15.255051012,8,Station D,Station C,casual,Wicker Park,60615,July,Wednesday
RID102645,2023-07-12 14:16:06.433286658,2023-07-12 15:14:06.433286658,58,Station A,Station D,casual,Downtown,60614,July,Wednesday
RID102646,2023-07-12 16:00:57.611522306,2023-07-12 16:11:57.611522306,11,Station A,Station B,member,Lincoln Park,60622,July,Wednesday
RID102647,2023-07-12 17:45:48.789757952,2023-07-12 18:43:48.789757952,58,Station A,Station D,member,Wicker Park,60622,July,Wednesday
RID102648,2023-07-12 19:30:39.967993600,2023-07-12 19:35:39.967993600,5,Station B,Station C,member,Downtown,60614,July,Wednesday
RID102649,2023-07-12 21:15:31.146229248,2023-07-12 22:03:31.146229248,48,Station A,Station D,member,Downtown,60615,July,Wednesday
RID102650,2023-07-12 23:00:22.324464894,2023-07-12 23:49:22.324464894,49,Station C,Station D,casual,Wicker Park,60622,July,Wednesday
RID102651,2023-07-13 00:45:13.502700542,2023-07-13 01:31:13.502700542,46,Station D,Station C,casual,Downtown,60614,July,Thursday
RID102652,2023-07-13 02:30:04.680936188,2023-07-13 03:21:04.680936188,51,Station B,Station A,member,Lincoln Park,60601,July,Thursday
RID102653,2023-07-13 04:14:55.859171836,2023-07-13 04:31:55.859171836,17,Station D,Station D,casual,Hyde Park,60615,July,Thursday
RID102654,2023-07-13 05:59:47.037407482,2023-07-13 06:58:47.037407482,59,Station A,Station D,casual,Hyde Park,60615,July,Thursday
RID102655,2023-07-13 07:44:38.215643130,2023-07-13 08:10:38.215643130,26,Station B,Station B,casual,Wicker Park,60622,July,Thursday
RID102656,2023-07-13 09:29:29.393878776,2023-07-13 10:27:29.393878776,58,Station C,Station A,member,Hyde Park,60615,July,Thursday
RID102657,2023-07-13 11:14:20.572114424,2023-07-13 11:39:20.572114424,25,Station A,Station B,casual,Downtown,60622,July,Thursday
RID102658,2023-07-13 12:59:11.750350072,2023-07-13 13:25:11.750350072,26,Station D,Station C,member,Downtown,60622,July,Thursday
RID102659,2023-07-13 14:44:02.928585718,2023-07-13 15:16:02.928585718,32,Station C,Station C,member,Lincoln Park,60614,July,Thursday
RID102660,2023-07-13 16:28:54.106821366,2023-07-13 16:41:54.106821366,13,Station A,Station B,casual,Hyde Park,60622,July,Thursday
RID102661,2023-07-13 18:13:45.285057012,2023-07-13 18:43:45.285057012,30,Station C,Station D,casual,Wicker Park,60601,July,Thursday
RID102662,2023-07-13 19:58:36.463292660,2023-07-13 20:11:36.463292660,13,Station A,Station A,member,Downtown,60615,July,Thursday
RID102663,2023-07-13 21:43:27.641528306,2023-07-13 22:02:27.641528306,19,Station B,Station B,casual,Wicker Park,60622,July,Thursday
RID102664,2023-07-13 23:28:18.819763954,2023-07-13 23:42:18.819763954,14,Station A,Station B,casual,Downtown,60615,July,Thursday
RID102665,2023-07-14 01:13:09.997999602,2023-07-14 01:41:09.997999602,28,Station B,Station C,member,Downtown,60622,July,Friday
RID102666,2023-07-14 02:58:01.176235248,2023-07-14 03:44:01.176235248,46,Station A,Station D,member,Lincoln Park,60614,July,Friday
RID102667,2023-07-14 04:42:52.354470896,2023-07-14 04:54:52.354470896,12,Station A,Station A,member,Hyde Park,60601,July,Friday
RID102668,2023-07-14 06:27:43.532706542,2023-07-14 06:55:43.532706542,28,Station D,Station B,member,Lincoln Park,60615,July,Friday
RID102669,2023-07-14 08:12:34.710942190,2023-07-14 08:32:34.710942190,20,Station C,Station A,casual,Hyde Park,60614,July,Friday
RID102670,2023-07-14 09:57:25.889177836,2023-07-14 10:50:25.889177836,53,Station C,Station A,casual,Wicker Park,60615,July,Friday
RID102671,2023-07-14 11:42:17.067413484,2023-07-14 12:12:17.067413484,30,Station C,Station B,member,Hyde Park,60614,July,Friday
RID102672,2023-07-14 13:27:08.245649132,2023-07-14 13:58:08.245649132,31,Station A,Station A,member,Wicker Park,60601,July,Friday
RID102673,2023-07-14 15:11:59.423884778,2023-07-14 15:52:59.423884778,41,Station A,Station C,member,Downtown,60622,July,Friday
RID102674,2023-07-14 16:56:50.602120426,2023-07-14 17:04:50.602120426,8,Station A,Station D,casual,Wicker Park,60614,July,Friday
RID102675,2023-07-14 18:41:41.780356072,2023-07-14 19:35:41.780356072,54,Station B,Station D,member,Wicker Park,60615,July,Friday
RID102676,2023-07-14 20:26:32.958591720,2023-07-14 20:54:32.958591720,28,Station B,Station D,casual,Downtown,60615,July,Friday
RID102677,2023-07-14 22:11:24.136827366,2023-07-14 22:34:24.136827366,23,Station D,Station C,member,Wicker Park,60614,July,Friday
RID102678,2023-07-14 23:56:15.315063014,2023-07-15 00:36:15.315063014,40,Station A,Station C,member,Wicker Park,60601,July,Friday
RID102679,2023-07-15 01:41:06.493298660,2023-07-15 02:24:06.493298660,43,Station C,Station C,member,Downtown,60601,July,Saturday
RID102680,2023-07-15 03:25:57.671534308,2023-07-15 03:39:57.671534308,14,Station C,Station D,casual,Downtown,60622,July,Saturday
RID102681,2023-07-15 05:10:48.849769956,2023-07-15 05:39:48.849769956,29,Station D,Station A,casual,Downtown,60622,July,Saturday
RID102682,2023-07-15 06:55:40.028005602,2023-07-15 07:17:40.028005602,22,Station C,Station C,casual,Hyde Park,60615,July,Saturday
RID102683,2023-07-15 08:40:31.206241250,2023-07-15 09:03:31.206241250,23,Station D,Station B,member,Downtown,60615,July,Saturday
RID102684,2023-07-15 10:25:22.384476896,2023-07-15 11:05:22.384476896,40,Station A,Station C,casual,Downtown,60622,July,Saturday
RID102685,2023-07-15 12:10:13.562712544,2023-07-15 12:24:13.562712544,14,Station C,Station B,casual,Wicker Park,60622,July,Saturday
RID102686,2023-07-15 13:55:04.740948190,2023-07-15 14:32:04.740948190,37,Station A,Station D,member,Lincoln Park,60622,July,Saturday
RID102687,2023-07-15 15:39:55.919183838,2023-07-15 16:38:55.919183838,59,Station B,Station B,member,Lincoln Park,60614,July,Saturday
RID102688,2023-07-15 17:24:47.097419486,2023-07-15 18:18:47.097419486,54,Station C,Station C,casual,Hyde Park,60622,July,Saturday
RID102689,2023-07-15 19:09:38.275655132,2023-07-15 19:18:38.275655132,9,Station B,Station C,casual,Hyde Park,60614,July,Saturday
RID102690,2023-07-15 20:54:29.453890780,2023-07-15 21:45:29.453890780,51,Station C,Station A,casual,Lincoln Park,60614,July,Saturday
RID102691,2023-07-15 22:39:20.632126426,2023-07-15 23:32:20.632126426,53,Station A,Station D,casual,Lincoln Park,60622,July,Saturday
RID102692,2023-07-16 00:24:11.810362074,2023-07-16 01:03:11.810362074,39,Station D,Station B,member,Downtown,60601,July,Sunday
RID102693,2023-07-16 02:09:02.988597720,2023-07-16 02:57:02.988597720,48,Station A,Station D,member,Wicker Park,60601,July,Sunday
RID102694,2023-07-16 03:53:54.166833368,2023-07-16 04:31:54.166833368,38,Station A,Station C,member,Downtown,60615,July,Sunday
