ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code
RIDE102793,2023-07-12,2023-07-12 01:33:00,93.0,Station D,Station B,casual,Lincoln Park,60640
RIDE102794,2023-02-11,2023-02-11 00:41:00,41.0,Station C,Station D,member,Wicker Park,60615
RIDE102795,2023-12-16,2023-12-16 00:37:00,37.0,Station C,Station B,member,Wicker Park,60622
RIDE102796,2023-12-05,2023-12-05 01:46:00,106.0,Station C,Station C,casual,Uptown,60640
RIDE102797,2023-10-04,2023-10-04 00:13:00,13.0,Station D,Station B,casual,Wicker Park,60614
RIDE102798,2023-03-10,2023-03-10 00:44:00,44.0,Station B,Station D,member,Lincoln Park,60614
RIDE102799,2023-12-01,2023-12-01 00:43:00,43.0,Station E,Station D,member,Wicker Park,60640
RIDE102800,2023-06-28,2023-06-28 01:09:00,69.0,Station C,Station D,member,Lincoln Park,60615
RIDE102801,2023-03-02,2023-03-02 01:15:00,75.0,Station A,Station D,member,Downtown,60622
RIDE102802,2023-04-02,2023-04-02 00:46:00,46.0,Station D,Station D,member,Hyde Park,60601
RIDE102803,2023-10-03,2023-10-03 01:43:00,103.0,Station D,Station D,casual,Uptown,60622
RIDE102804,2023-07-21,2023-07-21 00:05:00,5.0,Station B,Station D,casual,Lincoln Park,60622
RIDE102805,2023-09-28,2023-09-28 00:19:00,19.0,Station B,Station D,casual,Downtown,60640
RIDE102806,2023-03-07,2023-03-07 01:32:00,92.0,Station C,Station C,member,Wicker Park,60614
RIDE102807,2023-04-25,2023-04-25 00:47:00,47.0,Station D,Station C,member,Lincoln Park,60614
RIDE102808,2023-01-02,2023-01-02 00:48:00,48.0,Station A,Station C,member,Uptown,60615
RIDE102809,2023-01-12,2023-01-12 00:55:00,55.0,Station C,Station D,casual,Hyde Park,60615
RIDE102810,2023-06-02,2023-06-02 01:37:00,97.0,Station B,Station B,casual,Uptown,60622
RIDE102811,2023-08-26,2023-08-26 01:17:00,77.0,Station A,Station E,casual,Downtown,60622
RIDE102812,2023-12-11,2023-12-11 01:23:00,83.0,Station B,Station B,casual,Hyde Park,60640
RIDE102813,2023-10-06,2023-10-06 00:08:00,8.0,Station C,Station B,casual,Hyde Park,60640
RIDE102814,2023-08-06,2023-08-06 01:51:00,111.0,Station A,Station B,casual,Uptown,60601
RIDE102815,2023-09-30,2023-09-30 00:27:00,27.0,Station B,Station B,member,Downtown,60640
RIDE102816,2023-07-14,2023-07-14 00:29:00,29.0,Station D,Station E,member,Uptown,60615
RIDE102817,2023-04-28,2023-04-28 00:47:00,47.0,Station D,Station B,member,Lincoln Park,60622
RIDE102818,2023-05-07,2023-05-07 01:51:00,111.0,Station C,Station E,casual,Lincoln Park,60640
RIDE102819,2023-08-24,2023-08-24 00:48:00,48.0,Station A,Station C,casual,Wicker Park,60640
RIDE102820,2023-06-27,2023-06-27 01:31:00,91.0,Station B,Station D,member,Uptown,60614
RIDE102821,2023-03-21,2023-03-21 01:06:00,66.0,Station B,Station E,casual,Lincoln Park,60640
RIDE102822,2023-05-22,2023-05-22 01:05:00,65.0,Station D,Station D,member,Downtown,60622
RIDE102823,2023-04-07,2023-04-07 01:47:00,107.0,Station C,Station C,member,Wicker Park,60640
RIDE102824,2023-02-27,2023-02-27 00:09:00,9.0,Station A,Station C,member,Uptown,60614
RIDE102825,2023-01-17,2023-01-17 01:27:00,87.0,Station D,Station B,casual,Lincoln Park,60615
RIDE102826,2023-12-05,2023-12-05 00:22:00,22.0,Station D,Station D,member,Wicker Park,60622
RIDE102827,2023-08-03,2023-08-03 01:06:00,66.0,Station E,Station B,member,Wicker Park,60622
RIDE102828,2023-11-11,2023-11-11 00:24:00,24.0,Station D,Station D,member,Uptown,60615
RIDE102829,2023-01-09,2023-01-09 01:25:00,85.0,Station B,Station A,casual,Hyde Park,60615
RIDE102830,2023-05-04,2023-05-04 01:03:00,63.0,Station C,Station E,casual,Downtown,60622
RIDE102831,2023-04-16,2023-04-16 01:59:00,119.0,Station D,Station D,casual,Wicker Park,60601
RIDE102832,2023-02-04,2023-02-04 01:55:00,115.0,Station E,Station C,member,Wicker Park,60614
RIDE102833,2023-02-21,2023-02-21 01:13:00,73.0,Station D,Station E,member,Wicker Park,60614
RIDE102834,2023-11-01,2023-11-01 01:59:00,119.0,Station B,Station D,casual,Downtown,60615
RIDE102835,2023-01-18,2023-01-18 00:47:00,47.0,Station A,Station A,casual,Uptown,60601
RIDE102836,2023-08-17,2023-08-17 01:04:00,64.0,Station A,Station B,casual,Hyde Park,60640
RIDE102837,2023-11-03,2023-11-03 01:45:00,105.0,Station A,Station B,member,Lincoln Park,60615
RIDE102838,2023-12-11,2023-12-11 01:49:00,109.0,Station B,Station C,member,Wicker Park,60601
RIDE102839,2023-12-27,2023-12-27 00:57:00,57.0,Station B,Station E,member,Downtown,60614
RIDE102840,2023-01-25,2023-01-25 01:40:00,100.0,Station C,Station B,casual,Lincoln Park,60614
RIDE102841,2023-05-06,2023-05-06 00:12:00,12.0,Station E,Station D,member,Lincoln Park,60622
RIDE102842,2023-01-23,2023-01-23 01:51:00,111.0,Station A,Station E,member,Downtown,60601
RIDE102843,2023-07-25,2023-07-25 01:11:00,71.0,Station B,Station D,casual,Wicker Park,60614
RIDE102844,2023-08-13,2023-08-13 00:43:00,43.0,Station A,Station B,member,Downtown,60614
RIDE102845,2023-04-30,2023-04-30 01:17:00,77.0,Station C,Station D,member,Hyde Park,60640
RIDE102846,2023-10-04,2023-10-04 01:37:00,97.0,Station D,Station A,member,Uptown,60615
RIDE102847,2023-04-22,2023-04-22 01:31:00,91.0,Station E,Station B,member,Wicker Park,60622
RIDE102848,2023-01-29,2023-01-29 00:45:00,45.0,Station A,Station D,member,Uptown,60601
RIDE102849,2023-03-13,2023-03-13 01:16:00,76.0,Station D,Station E,casual,Wicker Park,60601
RIDE102850,2023-09-15,2023-09-15 01:13:00,73.0,Station D,Station B,member,Lincoln Park,60640
RIDE102851,2023-05-29,2023-05-29 00:07:00,7.0,Station C,Station C,member,Uptown,60601
RIDE102852,2023-04-30,2023-04-30 00:31:00,31.0,Station C,Station E,member,Hyde Park,60601
RIDE102853,2023-10-22,2023-10-22 01:18:00,78.0,Station D,Station B,member,Wicker Park,60615
RIDE102854,2023-06-13,2023-06-13 01:32:00,92.0,Station A,Station D,casual,Uptown,60640
RIDE102855,2023-10-23,2023-10-23 00:47:00,47.0,Station D,Station E,member,Uptown,60615
RIDE102856,2023-11-03,2023-11-03 01:47:00,107.0,Station B,Station B,casual,Hyde Park,60601
RIDE102857,2023-12-11,2023-12-11 01:58:00,118.0,Station E,Station B,member,Wicker Park,60640
RIDE102858,2023-06-14,2023-06-14 01:46:00,106.0,Station B,Station D,casual,Hyde Park,60615
RIDE102859,2023-05-02,2023-05-02 00:50:00,50.0,Station E,Station C,member,Downtown,60601
RIDE102860,2023-06-04,2023-06-04 00:13:00,13.0,Station B,Station D,casual,Lincoln Park,60622
RIDE102861,2023-03-15,2023-03-15 00:24:00,24.0,Station B,Station B,member,Hyde Park,60622
RIDE102862,2023-12-05,2023-12-05 00:40:00,40.0,Station C,Station B,member,Downtown,60622
RIDE102863,2023-09-24,2023-09-24 01:52:00,112.0,Station A,Station D,casual,Hyde Park,60615
RIDE102864,2023-04-24,2023-04-24 00:08:00,8.0,Station C,Station C,member,Hyde Park,60614
RIDE102865,2023-07-31,2023-07-31 00:48:00,48.0,Station B,Station E,casual,Wicker Park,60615
RIDE102866,2023-06-03,2023-06-03 00:53:00,53.0,Station D,Station E,casual,Hyde Park,60615
RIDE102867,2023-05-21,2023-05-21 01:25:00,85.0,Station B,Station E,member,Hyde Park,60640
RIDE102868,2023-02-01,2023-02-01 01:13:00,73.0,Station D,Station A,casual,Uptown,60622
RIDE102869,2023-10-13,2023-10-13 01:52:00,112.0,Station A,Station A,casual,Hyde Park,60614
RIDE102870,2023-10-30,2023-10-30 00:26:00,26.0,Station E,Station A,casual,Lincoln Park,60614
RIDE102871,2023-03-31,2023-03-31 01:18:00,78.0,Station E,Station A,member,Uptown,60615
RIDE102872,2023-11-17,2023-11-17 01:22:00,82.0,Station B,Station A,member,Hyde Park,60614
RIDE102873,2023-12-14,2023-12-14 00:54:00,54.0,Station B,Station A,casual,Hyde Park,60640
RIDE102874,2023-08-07,2023-08-07 00:28:00,28.0,Station E,Station A,member,Wicker Park,60614
RIDE102875,2023-10-12,2023-10-12 01:21:00,81.0,Station B,Station C,member,Lincoln Park,60601
RIDE102876,2023-09-11,2023-09-11 00:19:00,19.0,Station B,Station A,casual,Hyde Park,60601
RIDE102877,2023-01-25,2023-01-25 01:55:00,115.0,Station A,Station C,member,Hyde Park,60640
RIDE102878,2023-06-26,2023-06-26 01:45:00,105.0,Station B,Station C,casual,Uptown,60615
RIDE102879,2023-11-26,2023-11-26 01:41:00,101.0,Station D,Station B,member,Uptown,60614
RIDE102880,2023-12-10,2023-12-10 00:44:00,44.0,Station A,Station B,member,Lincoln Park,60614
RIDE102881,2023-07-15,2023-07-15 01:35:00,95.0,Station C,Station B,casual,Uptown,60640
RIDE102882,2023-09-26,2023-09-26 01:54:00,114.0,Station B,Station C,member,Hyde Park,60601
RIDE102883,2023-06-13,2023-06-13 00:45:00,45.0,Station B,Station A,casual,Downtown,60622
RIDE102884,2023-12-23,2023-12-23 01:35:00,95.0,Station D,Station C,member,Downtown,60601
RIDE102885,2023-08-02,2023-08-02 00:09:00,9.0,Station A,Station E,casual,Wicker Park,60640
RIDE102886,2023-07-29,2023-07-29 00:39:00,39.0,Station E,Station C,casual,Wicker Park,60615
RIDE102887,2023-03-18,2023-03-18 00:57:00,57.0,Station B,Station E,casual,Uptown,60622
RIDE102888,2023-06-03,2023-06-03 00:16:00,16.0,Station A,Station D,member,Downtown,60622
RIDE102889,2023-07-12,2023-07-12 01:08:00,68.0,Station A,Station D,member,Downtown,60622
RIDE102890,2023-04-05,2023-04-05 01:57:00,117.0,Station D,Station C,member,Downtown,60614
RIDE102891,2023-10-03,2023-10-03 00:35:00,35.0,Station D,Station B,member,Downtown,60640
RIDE102892,2023-08-31,2023-08-31 00:52:00,52.0,Station E,Station C,casual,Hyde Park,60640
RIDE102893,2023-05-04,2023-05-04 01:02:00,62.0,Station C,Station C,member,Uptown,60640
RIDE102894,2023-04-26,2023-04-26 01:51:00,111.0,Station B,Station A,member,Wicker Park,60640
RIDE102895,2023-06-03,2023-06-03 00:43:00,43.0,Station B,Station E,member,Lincoln Park,60622
RIDE102896,2023-12-29,2023-12-29 00:32:00,32.0,Station C,Station B,member,Downtown,60614
RIDE102897,2023-03-15,2023-03-15 01:12:00,72.0,Station D,Station B,member,Lincoln Park,60640
RIDE102898,2023-08-26,2023-08-26 00:43:00,43.0,Station D,Station B,casual,Downtown,60601
RIDE102899,2023-01-30,2023-01-30 00:27:00,27.0,Station A,Station D,member,Hyde Park,60615
RIDE102900,2023-10-15,2023-10-15 00:19:00,19.0,Station E,Station A,member,Hyde Park,60601
RIDE102901,2023-07-31,2023-07-31 00:52:00,52.0,Station D,Station E,member,Hyde Park,60622
RIDE102902,2023-08-02,2023-08-02 01:45:00,105.0,Station A,Station E,member,Lincoln Park,60614
RIDE102903,2023-10-13,2023-10-13 00:09:00,9.0,Station C,Station D,member,Lincoln Park,60615
RIDE102904,2023-09-29,2023-09-29 01:44:00,104.0,Station A,Station B,casual,Uptown,60622
RIDE102905,2023-03-10,2023-03-10 00:30:00,30.0,Station C,Station E,member,Hyde Park,60622
RIDE102906,2023-07-18,2023-07-18 00:16:00,16.0,Station C,Station E,casual,Uptown,60640
RIDE102907,2023-05-05,2023-05-05 01:01:00,61.0,Station C,Station D,casual,Hyde Park,60622
RIDE102908,2023-05-11,2023-05-11 01:09:00,69.0,Station C,Station C,casual,Uptown,60601
RIDE102909,2023-04-15,2023-04-15 00:08:00,8.0,Station D,Station B,casual,Downtown,60622
RIDE102910,2023-06-19,2023-06-19 01:47:00,107.0,Station B,Station A,member,Uptown,60601
RIDE102911,2023-11-28,2023-11-28 01:06:00,66.0,Station C,Station B,member,Lincoln Park,60614
RIDE102912,2023-02-10,2023-02-10 02:00:00,120.0,Station A,Station D,member,Lincoln Park,60640
RIDE102913,2023-08-19,2023-08-19 01:09:00,69.0,Station B,Station A,member,Lincoln Park,60601
RIDE102914,2023-07-09,2023-07-09 00:24:00,24.0,Station A,Station A,casual,Downtown,60622
RIDE102915,2023-02-17,2023-02-17 00:29:00,29.0,Station A,Station B,casual,Wicker Park,60640
RIDE102916,2023-10-02,2023-10-02 00:48:00,48.0,Station A,Station D,member,Wicker Park,60615
RIDE102917,2023-04-08,2023-04-08 01:06:00,66.0,Station C,Station D,member,Downtown,60615
RIDE102918,2023-01-27,2023-01-27 01:38:00,98.0,Station B,Station D,member,Downtown,60614
RIDE102919,2023-05-18,2023-05-18 01:56:00,116.0,Station C,Station D,member,Downtown,60614
RIDE102920,2023-07-13,2023-07-13 01:12:00,72.0,Station D,Station B,member,Hyde Park,60615
RIDE102921,2023-12-11,2023-12-11 00:44:00,44.0,Station C,Station A,member,Hyde Park,60601
RIDE102922,2023-11-06,2023-11-06 01:44:00,104.0,Station E,Station E,member,Uptown,60615
RIDE102923,2023-11-05,2023-11-05 00:46:00,46.0,Station A,Station C,member,Wicker Park,60640
RIDE102924,2023-01-21,2023-01-21 00:23:00,23.0,Station D,Station D,casual,Uptown,60622
RIDE102925,2023-02-07,2023-02-07 01:43:00,103.0,Station B,Station E,member,Downtown,60622
RIDE102926,2023-04-07,2023-04-07 01:56:00,116.0,Station C,Station E,member,Downtown,60601
RIDE102927,2023-10-28,2023-10-28 00:17:00,17.0,Station D,Station B,member,Uptown,60615
RIDE102928,2023-12-10,2023-12-10 01:50:00,110.0,Station C,Station D,member,Wicker Park,60640
RIDE102929,2023-10-14,2023-10-14 01:11:00,71.0,Station C,Station A,casual,Wicker Park,60614
RIDE102930,2023-04-22,2023-04-22 01:31:00,91.0,Station C,Station D,casual,Hyde Park,60601
RIDE102931,2023-09-03,2023-09-03 00:21:00,21.0,Station A,Station E,casual,Wicker Park,60614
RIDE102932,2023-04-17,2023-04-17 00:31:00,31.0,Station A,Station C,member,Lincoln Park,60640
RIDE102933,2023-06-20,2023-06-20 01:37:00,97.0,Station A,Station C,member,Hyde Park,60640
RIDE102934,2023-06-05,2023-06-05 00:09:00,9.0,Station E,Station A,member,Hyde Park,60601
RIDE102935,2023-01-08,2023-01-08 01:03:00,63.0,Station B,Station C,casual,Hyde Park,60615
RIDE102936,2023-04-19,2023-04-19 00:54:00,54.0,Station C,Station A,member,Downtown,60601
RIDE102937,2023-04-08,2023-04-08 01:36:00,96.0,Station C,Station B,member,Downtown,60614
RIDE102938,2023-03-02,2023-03-02 01:55:00,115.0,Station C,Station B,member,Downtown,60622
RIDE102939,2023-09-03,2023-09-03 01:11:00,71.0,Station E,Station E,member,Wicker Park,60622
RIDE102940,2023-05-05,2023-05-05 00:19:00,19.0,Station E,Station C,casual,Hyde Park,60640
RIDE102941,2023-12-23,2023-12-23 00:05:00,5.0,Station E,Station D,casual,Hyde Park,60640
RIDE102942,2023-11-06,2023-11-06 00:44:00,44.0,Station C,Station B,member,Wicker Park,60615
RIDE102943,2023-12-27,2023-12-27 00:10:00,10.0,Station B,Station A,casual,Lincoln Park,60601
RIDE102944,2023-04-15,2023-04-15 01:32:00,92.0,Station C,Station B,casual,Uptown,60614
RIDE102945,2023-07-23,2023-07-23 01:53:00,113.0,Station B,Station C,casual,Hyde Park,60601
RIDE102946,2023-05-03,2023-05-03 01:21:00,81.0,Station E,Station C,member,Uptown,60622
RIDE102947,2023-10-10,2023-10-10 01:56:00,116.0,Station D,Station A,member,Lincoln Park,60601
RIDE102948,2023-06-14,2023-06-14 00:16:00,16.0,Station A,Station C,member,Wicker Park,60622
RIDE102949,2023-05-25,2023-05-25 00:47:00,47.0,Station A,Station E,casual,Hyde Park,60640
RIDE102950,2023-07-14,2023-07-14 01:04:00,64.0,Station B,Station D,member,Lincoln Park,60601
RIDE102951,2023-08-27,2023-08-27 01:58:00,118.0,Station E,Station A,casual,Wicker Park,60615
RIDE102952,2023-10-01,2023-10-01 00:10:00,10.0,Station A,Station E,casual,Lincoln Park,60640
RIDE102953,2023-11-29,2023-11-29 00:18:00,18.0,Station A,Station E,casual,Downtown,60622
RIDE102954,2023-07-03,2023-07-03 01:11:00,71.0,Station E,Station D,casual,Uptown,60622
RIDE102955,2023-06-07,2023-06-07 01:43:00,103.0,Station B,Station B,casual,Hyde Park,60615
RIDE102956,2023-05-14,2023-05-14 01:29:00,89.0,Station B,Station C,member,Uptown,60640
RIDE102957,2023-07-04,2023-07-04 01:40:00,100.0,Station D,Station C,member,Wicker Park,60640
RIDE102958,2023-09-20,2023-09-20 00:44:00,44.0,Station A,Station B,member,Uptown,60622
RIDE102959,2023-09-12,2023-09-12 00:07:00,7.0,Station A,Station E,member,Wicker Park,60614
RIDE102960,2023-08-27,2023-08-27 01:18:00,78.0,Station E,Station C,member,Hyde Park,60622
RIDE102961,2023-02-20,2023-02-20 01:42:00,102.0,Station E,Station E,member,Hyde Park,60615
RIDE102962,2023-08-29,2023-08-29 00:44:00,44.0,Station C,Station A,member,Hyde Park,60615
RIDE102963,2023-06-13,2023-06-13 01:26:00,86.0,Station C,Station D,casual,Uptown,60614
RIDE102964,2023-04-15,2023-04-15 01:59:00,119.0,Station D,Station C,member,Wicker Park,60622
RIDE102965,2023-07-09,2023-07-09 00:31:00,31.0,Station B,Station B,casual,Lincoln Park,60640
RIDE102966,2023-06-10,2023-06-10 00:46:00,46.0,Station E,Station A,casual,Uptown,60614
RIDE102967,2023-07-31,2023-07-31 00:30:00,30.0,Station B,Station B,casual,Hyde Park,60615
RIDE102968,2023-01-24,2023-01-24 00:29:00,29.0,Station A,Station C,member,Wicker Park,60615
RIDE102969,2023-10-16,2023-10-16 00:41:00,41.0,Station B,Station C,member,Wicker Park,60614
RIDE102970,2023-04-24,2023-04-24 00:40:00,40.0,Station B,Station D,member,Hyde Park,60615
RIDE102971,2023-03-16,2023-03-16 01:13:00,73.0,Station D,Station D,member,Uptown,60615
RIDE102972,2023-01-09,2023-01-09 00:45:00,45.0,Station E,Station C,member,Hyde Park,60614
RIDE102973,2023-05-14,2023-05-14 01:43:00,103.0,Station C,Station A,casual,Wicker Park,60622
RIDE102974,2023-10-11,2023-10-11 01:01:00,61.0,Station E,Station C,member,Downtown,60622
RIDE102975,2023-10-27,2023-10-27 01:30:00,90.0,Station C,Station D,casual,Hyde Park,60640
RIDE102976,2023-10-24,2023-10-24 00:20:00,20.0,Station C,Station A,member,Downtown,60640
RIDE102977,2023-08-02,2023-08-02 00:39:00,39.0,Station D,Station C,casual,Lincoln Park,60614
RIDE102978,2023-06-01,2023-06-01 00:24:00,24.0,Station A,Station E,casual,Hyde Park,60601
RIDE102979,2023-03-20,2023-03-20 00:25:00,25.0,Station D,Station A,member,Wicker Park,60615
RIDE102980,2023-04-11,2023-04-11 00:40:00,40.0,Station A,Station B,member,Downtown,60640
RIDE102981,2023-06-18,2023-06-18 00:19:00,19.0,Station D,Station E,member,Downtown,60640
RIDE102982,2023-04-28,2023-04-28 00:06:00,6.0,Station D,Station A,member,Wicker Park,60614
RIDE102983,2023-07-14,2023-07-14 01:24:00,84.0,Station E,Station E,member,Lincoln Park,60640
RIDE102984,2023-10-19,2023-10-19 01:16:00,76.0,Station E,Station A,casual,Lincoln Park,60615
RIDE102985,2023-05-06,2023-05-06 01:10:00,70.0,Station A,Station C,casual,Hyde Park,60601
RIDE102986,2023-09-13,2023-09-13 00:18:00,18.0,Station B,Station D,member,Lincoln Park,60640
RIDE102987,2023-10-09,2023-10-09 00:31:00,31.0,Station E,Station B,member,Hyde Park,60601
RIDE102988,2023-12-02,2023-12-02 01:14:00,74.0,Station C,Station D,casual,Downtown,60614
RIDE102989,2023-12-17,2023-12-17 00:49:00,49.0,Station B,Station D,casual,Wicker Park,60622
RIDE102990,2023-06-22,2023-06-22 01:15:00,75.0,Station C,Station D,casual,Lincoln Park,60640
RIDE102991,2023-05-12,2023-05-12 00:45:00,45.0,Station A,Station A,casual,Wicker Park,60615
RIDE102992,2023-09-08,2023-09-08 00:39:00,39.0,Station E,Station C,casual,Wicker Park,60615
RIDE102993,2023-11-25,2023-11-25 00:23:00,23.0,Station A,Station D,casual,Downtown,60601
RIDE102994,2023-09-09,2023-09-09 01:35:00,95.0,Station B,Station C,member,Lincoln Park,60615
RIDE102995,2023-08-24,2023-08-24 01:47:00,107.0,Station D,Station C,casual,Lincoln Park,60601
RIDE102996,2023-03-28,2023-03-28 00:41:00,41.0,Station D,Station E,member,Wicker Park,60615
RIDE102997,2023-06-30,2023-06-30 01:18:00,78.0,Station E,Station D,casual,Uptown,60640
RIDE102998,2023-03-28,2023-03-28 00:36:00,36.0,Station E,Station D,member,Uptown,60615
RIDE102999,2023-03-13,2023-03-13 00:26:00,26.0,Station A,Station C,member,Uptown,60622
RIDE103000,2023-10-07,2023-10-07 00:14:00,14.0,Station B,Station B,casual,Wicker Park,60640
RIDE103001,2023-09-08,2023-09-08 00:44:00,44.0,Station D,Station C,casual,Hyde Park,60622
RIDE103002,2023-04-05,2023-04-05 01:23:00,83.0,Station E,Station C,casual,Wicker Park,60622
RIDE103003,2023-10-05,2023-10-05 01:59:00,119.0,Station D,Station E,member,Uptown,60622
RIDE103004,2023-11-25,2023-11-25 00:48:00,48.0,Station E,Station B,casual,Uptown,60640
RIDE103005,2023-01-31,2023-01-31 01:14:00,74.0,Station D,Station D,casual,Wicker Park,60622
RIDE103006,2023-09-26,2023-09-26 01:01:00,61.0,Station D,Station C,casual,Hyde Park,60640
RIDE103007,2023-01-18,2023-01-18 00:11:00,11.0,Station E,Station C,casual,Wicker Park,60615
RIDE103008,2023-02-08,2023-02-08 00:21:00,21.0,Station C,Station A,member,Uptown,60614
RIDE103009,2023-12-09,2023-12-09 00:08:00,8.0,Station B,Station D,casual,Uptown,60622
RIDE103010,2023-01-25,2023-01-25 01:05:00,65.0,Station B,Station A,casual,Uptown,60614
RIDE103011,2023-01-04,2023-01-04 02:00:00,120.0,Station A,Station C,casual,Wicker Park,60640
RIDE103012,2023-07-31,2023-07-31 01:31:00,91.0,Station B,Station E,member,Uptown,60640
RIDE103013,2023-03-12,2023-03-12 00:11:00,11.0,Station E,Station A,casual,Lincoln Park,60640
RIDE103014,2023-11-19,2023-11-19 00:18:00,18.0,Station B,Station A,member,Downtown,60615
RIDE103015,2023-04-29,2023-04-29 00:54:00,54.0,Station E,Station B,member,Uptown,60640
RIDE103016,2023-02-04,2023-02-04 00:11:00,11.0,Station A,Station A,casual,Wicker Park,60601
RIDE103017,2023-12-29,2023-12-29 00:16:00,16.0,Station E,Station B,casual,Wicker Park,60640
RIDE103018,2023-03-19,2023-03-19 00:59:00,59.0,Station D,Station A,member,Uptown,60601
RIDE103019,2023-01-05,2023-01-05 00:55:00,55.0,Station E,Station B,casual,Lincoln Park,60622
RIDE103020,2023-04-22,2023-04-22 00:27:00,27.0,Station E,Station C,casual,Lincoln Park,60615
RIDE103021,2023-09-16,2023-09-16 01:35:00,95.0,Station C,Station A,member,Lincoln Park,60622
RIDE103022,2023-08-22,2023-08-22 01:21:00,81.0,Station C,Station B,casual,Wicker Park,60622
RIDE103023,2023-07-11,2023-07-11 01:59:00,119.0,Station B,Station E,member,Hyde Park,60614
RIDE103024,2023-01-31,2023-01-31 01:20:00,80.0,Station C,Station B,member,Wicker Park,60640
RIDE103025,2023-11-13,2023-11-13 01:25:00,85.0,Station C,Station A,member,Uptown,60622
RIDE103026,2023-11-23,2023-11-23 01:52:00,112.0,Station E,Station A,casual,Hyde Park,60615
RIDE103027,2023-12-08,2023-12-08 01:33:00,93.0,Station A,Station A,member,Wicker Park,60601
RIDE103028,2023-11-12,2023-11-12 01:34:00,94.0,Station B,Station A,casual,Hyde Park,60601
RIDE103029,2023-09-05,2023-09-05 01:02:00,62.0,Station B,Station C,member,Downtown,60614
RIDE103030,2023-12-04,2023-12-04 01:23:00,83.0,Station A,Station E,member,Uptown,60615
RIDE103031,2023-09-07,2023-09-07 00:50:00,50.0,Station E,Station A,casual,Lincoln Park,60640
RIDE103032,2023-01-09,2023-01-09 00:44:00,44.0,Station B,Station B,member,Uptown,60615
RIDE103033,2023-01-04,2023-01-04 00:47:00,47.0,Station C,Station E,casual,Lincoln Park,60614
RIDE103034,2023-09-30,2023-09-30 01:49:00,109.0,Station A,Station D,member,Wicker Park,60622
RIDE103035,2023-10-10,2023-10-10 00:30:00,30.0,Station B,Station C,casual,Wicker Park,60622
RIDE103036,2023-07-30,2023-07-30 01:36:00,96.0,Station C,Station A,member,Uptown,60601
RIDE103037,2023-01-07,2023-01-07 01:42:00,102.0,Station B,Station E,casual,Uptown,60640
RIDE103038,2023-01-09,2023-01-09 01:30:00,90.0,Station C,Station A,casual,Uptown,60614
RIDE103039,2023-09-29,2023-09-29 01:48:00,108.0,Station A,Station A,casual,Lincoln Park,60640
RIDE103040,2023-05-21,2023-05-21 01:13:00,73.0,Station B,Station B,member,Downtown,60601
RIDE103041,2023-10-02,2023-10-02 00:15:00,15.0,Station B,Station B,member,Downtown,60640
RIDE103042,2023-05-27,2023-05-27 01:41:00,101.0,Station E,Station A,member,Uptown,60615
RIDE103043,2023-01-09,2023-01-09 01:42:00,102.0,Station A,Station B,casual,Uptown,60622
RIDE103044,2023-09-15,2023-09-15 01:04:00,64.0,Station A,Station A,member,Uptown,60622
RIDE103045,2023-12-24,2023-12-24 01:17:00,77.0,Station C,Station A,casual,Lincoln Park,60614
RIDE103046,2023-12-12,2023-12-12 00:21:00,21.0,Station E,Station A,member,Hyde Park,60614
RIDE103047,2023-08-09,2023-08-09 00:16:00,16.0,Station C,Station D,member,Hyde Park,60614
RIDE103048,2023-04-02,2023-04-02 01:49:00,109.0,Station C,Station B,casual,Hyde Park,60614
RIDE103049,2023-02-24,2023-02-24 01:47:00,107.0,Station A,Station B,member,Wicker Park,60614
RIDE103050,2023-02-19,2023-02-19 01:34:00,94.0,Station E,Station A,casual,Uptown,60640
RIDE103051,2023-09-26,2023-09-26 01:04:00,64.0,Station C,Station A,casual,Lincoln Park,60640
RIDE103052,2023-03-18,2023-03-18 00:17:00,17.0,Station B,Station D,member,Downtown,60622
RIDE103053,2023-05-04,2023-05-04 01:03:00,63.0,Station D,Station C,member,Downtown,60622
RIDE103054,2023-04-09,2023-04-09 00:44:00,44.0,Station E,Station E,casual,Downtown,60601
RIDE103055,2023-11-14,2023-11-14 01:32:00,92.0,Station C,Station B,member,Hyde Park,60640
RIDE103056,2023-09-27,2023-09-27 01:27:00,87.0,Station C,Station D,member,Wicker Park,60615
RIDE103057,2023-05-10,2023-05-10 01:35:00,95.0,Station A,Station B,casual,Hyde Park,60640
RIDE103058,2023-07-01,2023-07-01 01:43:00,103.0,Station A,Station D,casual,Wicker Park,60601
RIDE103059,2023-05-17,2023-05-17 01:04:00,64.0,Station C,Station E,member,Lincoln Park,60614
RIDE103060,2023-07-23,2023-07-23 01:05:00,65.0,Station B,Station B,casual,Hyde Park,60640
RIDE103061,2023-02-10,2023-02-10 00:34:00,34.0,Station C,Station D,member,Downtown,60615
RIDE103062,2023-07-11,2023-07-11 00:33:00,33.0,Station B,Station C,casual,Uptown,60622
RIDE103063,2023-07-27,2023-07-27 00:23:00,23.0,Station C,Station E,member,Wicker Park,60601
RIDE103064,2023-08-24,2023-08-24 01:55:00,115.0,Station A,Station A,member,Lincoln Park,60601
RIDE103065,2023-10-17,2023-10-17 01:59:00,119.0,Station E,Station D,member,Lincoln Park,60640
RIDE103066,2023-05-05,2023-05-05 01:23:00,83.0,Station E,Station B,casual,Wicker Park,60640
